,X,Y
0,10344,6300
1,10344,6301
2,10344,6302
3,10345,6299
4,10345,6300
5,10345,6301
6,10345,6302
7,10345,6303
8,10346,6298
9,10346,6299
10,10346,6300
11,10346,6301
12,10346,6302
13,10346,6303
14,10347,6235
15,10347,6236
16,10347,6237
17,10347,6297
18,10347,6298
19,10347,6299
20,10347,6300
21,10347,6301
22,10347,6302
23,10347,6303
24,10347,6304
25,10347,6305
26,10348,6234
27,10348,6235
28,10348,6236
29,10348,6237
30,10348,6238
31,10348,6239
32,10348,6296
33,10348,6297
34,10348,6298
35,10348,6299
36,10348,6300
37,10348,6301
38,10348,6302
39,10348,6303
40,10348,6304
41,10348,6305
42,10349,6234
43,10349,6235
44,10349,6236
45,10349,6237
46,10349,6238
47,10349,6239
48,10349,6240
49,10349,6295
50,10349,6296
51,10349,6297
52,10349,6298
53,10349,6299
54,10349,6300
55,10349,6301
56,10349,6302
57,10349,6303
58,10349,6304
59,10349,6305
60,10349,6306
61,10350,6233
62,10350,6234
63,10350,6235
64,10350,6236
65,10350,6237
66,10350,6238
67,10350,6239
68,10350,6240
69,10350,6241
70,10350,6242
71,10350,6243
72,10350,6275
73,10350,6276
74,10350,6277
75,10350,6278
76,10350,6279
77,10350,6293
78,10350,6294
79,10350,6295
80,10350,6296
81,10350,6297
82,10350,6298
83,10350,6299
84,10350,6300
85,10350,6301
86,10350,6302
87,10350,6303
88,10350,6304
89,10350,6305
90,10350,6306
91,10351,6233
92,10351,6234
93,10351,6235
94,10351,6236
95,10351,6237
96,10351,6238
97,10351,6239
98,10351,6240
99,10351,6241
100,10351,6242
101,10351,6243
102,10351,6274
103,10351,6275
104,10351,6276
105,10351,6277
106,10351,6278
107,10351,6279
108,10351,6292
109,10351,6293
110,10351,6294
111,10351,6295
112,10351,6296
113,10351,6297
114,10351,6298
115,10351,6299
116,10351,6300
117,10351,6301
118,10351,6302
119,10351,6303
120,10351,6304
121,10351,6305
122,10352,6232
123,10352,6233
124,10352,6234
125,10352,6235
126,10352,6236
127,10352,6237
128,10352,6238
129,10352,6239
130,10352,6240
131,10352,6241
132,10352,6242
133,10352,6243
134,10352,6245
135,10352,6273
136,10352,6274
137,10352,6275
138,10352,6276
139,10352,6277
140,10352,6278
141,10352,6279
142,10352,6288
143,10352,6289
144,10352,6290
145,10352,6291
146,10352,6292
147,10352,6293
148,10352,6294
149,10352,6295
150,10352,6296
151,10352,6297
152,10352,6298
153,10352,6299
154,10352,6300
155,10352,6301
156,10352,6302
157,10352,6303
158,10352,6304
159,10352,6305
160,10352,6306
161,10352,6307
162,10352,6308
163,10352,6309
164,10353,6232
165,10353,6233
166,10353,6234
167,10353,6235
168,10353,6236
169,10353,6237
170,10353,6238
171,10353,6239
172,10353,6240
173,10353,6241
174,10353,6242
175,10353,6243
176,10353,6244
177,10353,6245
178,10353,6246
179,10353,6247
180,10353,6253
181,10353,6254
182,10353,6261
183,10353,6273
184,10353,6274
185,10353,6275
186,10353,6276
187,10353,6277
188,10353,6278
189,10353,6279
190,10353,6280
191,10353,6285
192,10353,6286
193,10353,6287
194,10353,6288
195,10353,6289
196,10353,6290
197,10353,6291
198,10353,6292
199,10353,6293
200,10353,6294
201,10353,6295
202,10353,6296
203,10353,6297
204,10353,6298
205,10353,6299
206,10353,6300
207,10353,6301
208,10353,6302
209,10353,6303
210,10353,6304
211,10353,6305
212,10353,6306
213,10353,6307
214,10353,6308
215,10353,6309
216,10354,6232
217,10354,6233
218,10354,6234
219,10354,6235
220,10354,6236
221,10354,6237
222,10354,6238
223,10354,6239
224,10354,6240
225,10354,6241
226,10354,6242
227,10354,6243
228,10354,6244
229,10354,6245
230,10354,6246
231,10354,6247
232,10354,6248
233,10354,6249
234,10354,6250
235,10354,6251
236,10354,6252
237,10354,6253
238,10354,6254
239,10354,6255
240,10354,6256
241,10354,6257
242,10354,6258
243,10354,6259
244,10354,6260
245,10354,6261
246,10354,6262
247,10354,6264
248,10354,6265
249,10354,6266
250,10354,6267
251,10354,6272
252,10354,6273
253,10354,6274
254,10354,6275
255,10354,6276
256,10354,6277
257,10354,6278
258,10354,6279
259,10354,6280
260,10354,6285
261,10354,6286
262,10354,6287
263,10354,6288
264,10354,6289
265,10354,6290
266,10354,6291
267,10354,6292
268,10354,6293
269,10354,6294
270,10354,6295
271,10354,6296
272,10354,6297
273,10354,6298
274,10354,6299
275,10354,6300
276,10354,6301
277,10354,6302
278,10354,6303
279,10354,6304
280,10354,6305
281,10354,6306
282,10354,6307
283,10354,6308
284,10355,6231
285,10355,6232
286,10355,6233
287,10355,6234
288,10355,6235
289,10355,6236
290,10355,6237
291,10355,6238
292,10355,6239
293,10355,6240
294,10355,6241
295,10355,6242
296,10355,6243
297,10355,6244
298,10355,6245
299,10355,6246
300,10355,6247
301,10355,6248
302,10355,6249
303,10355,6250
304,10355,6251
305,10355,6252
306,10355,6253
307,10355,6254
308,10355,6255
309,10355,6256
310,10355,6257
311,10355,6258
312,10355,6259
313,10355,6260
314,10355,6261
315,10355,6262
316,10355,6263
317,10355,6264
318,10355,6265
319,10355,6266
320,10355,6267
321,10355,6268
322,10355,6269
323,10355,6272
324,10355,6273
325,10355,6274
326,10355,6275
327,10355,6276
328,10355,6277
329,10355,6278
330,10355,6279
331,10355,6280
332,10355,6281
333,10355,6284
334,10355,6285
335,10355,6286
336,10355,6287
337,10355,6288
338,10355,6289
339,10355,6290
340,10355,6291
341,10355,6292
342,10355,6293
343,10355,6294
344,10355,6295
345,10355,6296
346,10355,6297
347,10355,6298
348,10355,6299
349,10355,6300
350,10355,6301
351,10355,6302
352,10355,6303
353,10355,6304
354,10355,6305
355,10355,6306
356,10355,6307
357,10355,6308
358,10356,6231
359,10356,6232
360,10356,6233
361,10356,6234
362,10356,6235
363,10356,6236
364,10356,6237
365,10356,6238
366,10356,6239
367,10356,6240
368,10356,6241
369,10356,6242
370,10356,6243
371,10356,6244
372,10356,6245
373,10356,6246
374,10356,6247
375,10356,6248
376,10356,6249
377,10356,6250
378,10356,6251
379,10356,6252
380,10356,6253
381,10356,6254
382,10356,6255
383,10356,6256
384,10356,6257
385,10356,6258
386,10356,6259
387,10356,6260
388,10356,6261
389,10356,6262
390,10356,6263
391,10356,6264
392,10356,6265
393,10356,6266
394,10356,6267
395,10356,6268
396,10356,6269
397,10356,6270
398,10356,6272
399,10356,6273
400,10356,6274
401,10356,6275
402,10356,6276
403,10356,6277
404,10356,6278
405,10356,6279
406,10356,6280
407,10356,6281
408,10356,6282
409,10356,6283
410,10356,6284
411,10356,6285
412,10356,6286
413,10356,6287
414,10356,6288
415,10356,6289
416,10356,6290
417,10356,6291
418,10356,6292
419,10356,6293
420,10356,6294
421,10356,6295
422,10356,6296
423,10356,6297
424,10356,6298
425,10356,6299
426,10356,6300
427,10356,6301
428,10356,6302
429,10356,6303
430,10356,6304
431,10356,6305
432,10356,6306
433,10356,6307
434,10356,6308
435,10357,6230
436,10357,6231
437,10357,6232
438,10357,6233
439,10357,6234
440,10357,6235
441,10357,6236
442,10357,6237
443,10357,6238
444,10357,6239
445,10357,6240
446,10357,6241
447,10357,6242
448,10357,6243
449,10357,6244
450,10357,6245
451,10357,6246
452,10357,6247
453,10357,6248
454,10357,6249
455,10357,6250
456,10357,6251
457,10357,6252
458,10357,6253
459,10357,6254
460,10357,6255
461,10357,6256
462,10357,6257
463,10357,6258
464,10357,6259
465,10357,6260
466,10357,6261
467,10357,6262
468,10357,6263
469,10357,6264
470,10357,6265
471,10357,6266
472,10357,6267
473,10357,6268
474,10357,6269
475,10357,6270
476,10357,6271
477,10357,6272
478,10357,6273
479,10357,6274
480,10357,6275
481,10357,6276
482,10357,6277
483,10357,6278
484,10357,6279
485,10357,6280
486,10357,6281
487,10357,6282
488,10357,6283
489,10357,6284
490,10357,6285
491,10357,6286
492,10357,6287
493,10357,6288
494,10357,6289
495,10357,6290
496,10357,6291
497,10357,6292
498,10357,6293
499,10357,6294
500,10357,6295
501,10357,6296
502,10357,6297
503,10357,6298
504,10357,6299
505,10357,6300
506,10357,6301
507,10357,6302
508,10357,6303
509,10357,6304
510,10357,6305
511,10357,6306
512,10357,6307
513,10358,6229
514,10358,6230
515,10358,6231
516,10358,6232
517,10358,6233
518,10358,6234
519,10358,6235
520,10358,6236
521,10358,6237
522,10358,6238
523,10358,6239
524,10358,6240
525,10358,6241
526,10358,6242
527,10358,6243
528,10358,6244
529,10358,6245
530,10358,6246
531,10358,6247
532,10358,6248
533,10358,6249
534,10358,6250
535,10358,6251
536,10358,6252
537,10358,6253
538,10358,6254
539,10358,6255
540,10358,6256
541,10358,6257
