,X,Y
0,666,420
1,666,421
2,667,418
3,667,419
4,667,420
5,667,421
6,667,422
7,667,423
8,668,418
9,668,419
10,668,420
11,668,421
12,668,422
13,668,423
14,668,424
15,668,425
16,669,418
17,669,419
18,669,420
19,669,421
20,669,422
21,669,423
22,669,424
23,669,425
24,669,426
25,670,418
26,670,419
27,670,420
28,670,421
29,670,422
30,670,423
31,670,424
32,670,425
33,670,426
34,671,417
35,671,418
36,671,419
37,671,420
38,671,421
39,671,422
40,671,423
41,671,424
42,671,425
43,671,426
44,671,427
45,671,428
46,672,416
47,672,417
48,672,418
49,672,419
50,672,420
51,672,421
52,672,422
53,672,423
54,672,424
55,672,425
56,672,426
57,672,427
58,672,428
59,673,415
60,673,416
61,673,417
62,673,418
63,673,419
64,673,420
65,673,421
66,673,422
67,673,423
68,673,424
69,673,425
70,673,426
71,673,427
72,673,428
73,674,416
74,674,417
75,674,418
76,674,419
77,674,420
78,674,421
79,674,422
80,674,423
81,674,424
82,674,425
83,674,426
84,674,427
85,674,428
86,674,429
87,674,430
88,675,416
89,675,417
90,675,418
91,675,419
92,675,420
93,675,421
94,675,422
95,675,423
96,675,424
97,675,425
98,675,426
99,675,427
100,675,428
101,675,429
102,675,430
103,675,431
104,675,432
105,676,416
106,676,417
107,676,418
108,676,419
109,676,420
110,676,421
111,676,422
112,676,423
113,676,424
114,676,425
115,676,426
116,676,427
117,676,428
118,676,429
119,676,430
120,676,431
121,676,432
122,677,416
123,677,417
124,677,418
125,677,419
126,677,420
127,677,421
128,677,422
129,677,423
130,677,424
131,677,425
132,677,426
133,677,427
134,677,428
135,677,429
136,677,430
137,677,431
138,677,432
139,678,417
140,678,418
141,678,419
142,678,420
143,678,421
144,678,422
145,678,423
146,678,424
147,678,425
148,678,426
149,678,427
150,678,428
151,678,429
152,678,430
153,678,431
154,678,432
155,678,433
156,679,418
157,679,419
158,679,420
159,679,421
160,679,422
161,679,423
162,679,424
163,679,425
164,679,426
165,679,427
166,679,428
167,679,429
168,679,430
169,679,431
170,679,432
171,679,433
172,680,419
173,680,420
174,680,421
175,680,422
176,680,423
177,680,424
178,680,425
179,680,426
180,680,427
181,680,428
182,681,420
183,681,421
184,681,422
185,681,423
186,681,424
187,681,425
188,681,426
189,681,427
