,X,Y
0,1306,824
1,1306,825
2,1306,826
3,1307,823
4,1307,824
5,1307,825
6,1307,826
7,1307,827
8,1308,821
9,1308,822
10,1308,823
11,1308,824
12,1308,825
13,1308,826
14,1308,827
15,1309,820
16,1309,821
17,1309,822
18,1309,823
19,1309,824
20,1309,825
21,1309,826
22,1309,827
23,1310,820
24,1310,821
25,1310,822
26,1310,823
27,1310,824
28,1310,825
29,1310,826
30,1310,827
31,1310,828
32,1311,820
33,1311,821
34,1311,822
35,1311,823
36,1311,824
37,1311,825
38,1311,826
39,1311,827
40,1312,819
41,1312,820
42,1312,821
43,1312,822
44,1312,823
45,1312,824
46,1312,825
47,1312,826
48,1313,816
49,1313,817
50,1313,819
51,1313,820
52,1313,821
53,1313,822
54,1313,823
55,1313,824
56,1313,825
57,1313,826
58,1313,827
59,1313,828
60,1313,829
61,1314,815
62,1314,816
63,1314,817
64,1314,818
65,1314,819
66,1314,820
67,1314,821
68,1314,822
69,1314,823
70,1314,824
71,1314,825
72,1314,826
73,1314,827
74,1314,828
75,1314,829
76,1315,815
77,1315,816
78,1315,817
79,1315,818
80,1315,819
81,1315,820
82,1315,821
83,1315,822
84,1315,823
85,1315,824
86,1315,825
87,1315,826
88,1315,827
89,1315,828
90,1315,829
91,1315,830
92,1315,832
93,1315,833
94,1315,834
95,1315,835
96,1315,836
97,1315,837
98,1316,814
99,1316,815
100,1316,816
101,1316,817
102,1316,818
103,1316,819
104,1316,820
105,1316,821
106,1316,822
107,1316,823
108,1316,824
109,1316,825
110,1316,826
111,1316,827
112,1316,828
113,1316,829
114,1316,830
115,1316,831
116,1316,832
117,1316,833
118,1316,834
119,1316,835
120,1316,836
121,1316,837
122,1316,838
123,1316,839
124,1317,814
125,1317,815
126,1317,816
127,1317,817
128,1317,818
129,1317,819
130,1317,820
131,1317,821
132,1317,822
133,1317,823
134,1317,824
135,1317,825
136,1317,826
137,1317,827
138,1317,828
139,1317,829
140,1317,830
141,1317,831
142,1317,832
143,1317,833
144,1317,834
145,1317,835
146,1317,836
147,1317,837
148,1317,838
149,1317,839
150,1318,814
151,1318,815
152,1318,816
153,1318,817
154,1318,818
155,1318,819
156,1318,820
157,1318,821
158,1318,822
159,1318,823
160,1318,824
161,1318,825
162,1318,826
163,1318,827
164,1318,828
